00:00:00,12,0
00:00:00,260,0
00:00:00,513,0
00:00:00,882,0
00:00:00,1206,0
00:00:01,1627,0
00:00:01,2096,0
00:00:02,2492,0
00:00:02,2831,0
00:00:02,3179,0
00:00:03,3526,0
00:00:03,3891,0
00:00:03,4287,0
00:00:04,4585,0
00:00:04,5112,0
00:00:05,5543,0
00:00:05,5929,1,1,996.3321781158447,343.2749801874161
00:00:05,6261,1,1,998.4733963012695,338.58957052230835
00:00:06,6730,0
00:00:06,7092,0
00:00:07,7526,0
00:00:07,7843,0
00:00:07,8317,0
00:00:08,8835,0
00:00:08,9304,0
00:00:09,9750,0
00:00:09,10217,0
00:00:10,10577,0
00:00:10,11003,0
00:00:11,11430,1,1,302.11370944976807,336.05129063129425
00:00:11,11919,1,1,309.6624231338501,333.78623485565186
00:00:11,12313,0
00:00:12,12604,0
00:00:12,13086,0
00:00:13,13534,0
00:00:13,13788,0
00:00:13,14292,0
00:00:14,14767,0
00:00:14,15340,1,1,996.1364841461182,336.2860894203186
00:00:15,15834,0
00:00:15,16367,2,1,37.32738181948662,457.59997487068176,2,312.47835516929626,335.13869762420654
00:00:16,16919,1,1,48.64861913025379,437.5543212890625
00:00:16,17310,0
00:00:17,17697,1,1,56.894941329956055,403.709015250206
00:00:17,18186,1,1,98.34856390953064,410.9570986032486
00:00:18,18465,1,1,121.82498872280121,399.5198053121567
00:00:18,19032,2,1,127.00300812721252,392.06682085990906,2,612.437732219696,368.75239849090576
00:00:19,19335,2,1,143.9984631538391,387.8395253419876,2,307.6586890220642,335.60411632061005
00:00:19,19633,3,1,599.639527797699,372.227121591568,2,144.2026847600937,384.3048709630966,3,170.9946048259735,392.859925031662
00:00:19,20190,1,1,178.5808888077736,389.3508195877075
00:00:20,20745,1,1,200.89916318655014,382.11364209651947
00:00:20,21083,3,1,220.6435465812683,381.9185596704483,2,466.60980224609375,352.3285782337189,3,318.31114530563354,329.7357773780823
00:00:21,21643,3,1,223.99809002876282,376.0203570127487,2,315.01766562461853,329.8776215314865,3,464.5653438568115,379.65031027793884
00:00:21,22126,2,1,227.59573340415955,372.1495234966278,2,313.61326694488525,331.86955511569977
00:00:22,22609,3,1,382.60961532592773,375.7188320159912,2,317.3592436313629,331.4723575115204,3,359.28298473358154,346.53471171855927
00:00:22,22869,2,1,340.4556393623352,344.21104967594147,2,306.08919620513916,339.3248498439789
00:00:22,23429,1,1,302.2528922557831,345.0752627849579
00:00:23,23897,1,1,290.0986433029175,347.11978912353516
00:00:23,24348,2,1,229.01922583580017,369.0959161520004,2,295.64215064048767,340.16932368278503
